REGION,PROCESSDAY,PROCESSDAY_HOUR,ORDER_COUNT,FISCALYEAR,FISCALQUARTER,FISCALMONTH,FISCALWEEK,DAYNUM
DAO,20240318,23,2498,FY25,Q1,M02,WK07,Monday   
APJ,20240319,00,294,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,00,70,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,00,1147,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,01,673,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,01,69,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,01,847,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,02,37,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,02,513,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,02,592,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,03,361,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,03,564,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,03,105,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,04,15,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,04,208,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,04,609,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,05,43,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,05,845,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,05,167,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,06,163,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,06,901,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,06,100,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,07,208,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,07,854,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,07,213,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,08,539,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,08,1515,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,08,148,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,09,894,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,09,1110,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,09,244,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,10,192,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,10,1119,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,10,463,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,11,388,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,11,1188,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,11,329,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,12,1000,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,12,1087,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,12,239,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,13,1247,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,13,188,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,13,3028,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,14,2249,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,14,972,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,14,153,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,15,1170,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,15,85,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,15,2715,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,16,91,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,16,1066,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,16,2881,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,17,25,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,17,788,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,17,3546,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,18,16,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,18,2388,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,18,566,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,19,3389,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,19,298,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,19,12,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,20,2928,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,20,19,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,20,235,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,21,2686,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,21,222,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,21,40,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,22,160,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,22,2534,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,22,84,FY25,Q1,M02,WK07,Tuesday  
APJ,20240319,23,102,FY25,Q1,M02,WK07,Tuesday  
EMEA,20240319,23,129,FY25,Q1,M02,WK07,Tuesday  
DAO,20240319,23,1158,FY25,Q1,M02,WK07,Tuesday  
APJ,20240320,00,228,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,00,38,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,00,771,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,01,370,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,01,24,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,01,653,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,02,524,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,02,10,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,02,489,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,03,555,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,03,24,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,03,376,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,04,434,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,04,10,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,04,233,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,05,36,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,05,517,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,05,232,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,06,737,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,06,121,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,06,295,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,07,298,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,07,219,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,07,843,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,08,522,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,08,650,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,08,136,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,09,748,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,09,115,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,09,736,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,10,481,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,10,1060,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,10,783,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,11,1075,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,11,297,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,11,391,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,12,282,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,12,1034,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,12,1139,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,13,214,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,13,921,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,13,1529,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,14,1192,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,14,2508,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,14,383,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,15,2866,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,15,84,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,15,1038,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,16,1112,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,16,39,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,16,3220,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,17,36,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,17,986,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,17,3063,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,18,539,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,18,6,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,18,4084,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,19,409,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,19,6,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,19,3081,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,20,3323,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,20,18,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,20,261,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,21,286,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,21,32,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,21,2741,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,22,262,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,22,1919,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,22,48,FY25,Q1,M02,WK07,Wednesday
APJ,20240320,23,140,FY25,Q1,M02,WK07,Wednesday
EMEA,20240320,23,133,FY25,Q1,M02,WK07,Wednesday
DAO,20240320,23,1005,FY25,Q1,M02,WK07,Wednesday
EMEA,20240321,00,163,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,00,351,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,00,1063,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,01,643,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,01,918,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,01,33,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,02,721,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,02,492,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,02,35,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,03,447,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,03,31,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,03,732,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,04,555,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,04,50,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,04,287,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,05,203,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,05,43,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,05,616,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,06,124,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,06,1235,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,06,205,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,07,1026,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,07,301,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,07,240,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,08,964,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,08,245,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,08,515,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,09,700,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,09,892,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,09,105,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,10,534,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,10,1115,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,10,170,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,11,1292,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,11,396,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,11,410,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,12,343,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,12,1121,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,12,975,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,13,1623,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,13,1100,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,13,306,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,14,1132,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,14,3233,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,14,202,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,15,95,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,15,1185,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,15,2730,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,16,888,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,16,3461,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,16,70,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,17,856,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,17,2946,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,17,34,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,18,3048,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,18,20,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,18,394,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,19,322,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,19,15,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,19,2975,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,20,202,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,20,3348,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,20,15,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,21,43,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,21,293,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,21,3309,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,22,2390,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,22,67,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,22,241,FY25,Q1,M02,WK07,Thursday 
APJ,20240321,23,114,FY25,Q1,M02,WK07,Thursday 
EMEA,20240321,23,127,FY25,Q1,M02,WK07,Thursday 
DAO,20240321,23,1362,FY25,Q1,M02,WK07,Thursday 
DAO,20240322,00,956,FY25,Q1,M02,WK07,Friday   
APJ,20240322,00,343,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,00,114,FY25,Q1,M02,WK07,Friday   
DAO,20240322,01,822,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,01,63,FY25,Q1,M02,WK07,Friday   
APJ,20240322,01,860,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,02,51,FY25,Q1,M02,WK07,Friday   
APJ,20240322,02,850,FY25,Q1,M02,WK07,Friday   
DAO,20240322,02,605,FY25,Q1,M02,WK07,Friday   
APJ,20240322,03,754,FY25,Q1,M02,WK07,Friday   
DAO,20240322,03,326,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,03,22,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,04,18,FY25,Q1,M02,WK07,Friday   
APJ,20240322,04,646,FY25,Q1,M02,WK07,Friday   
DAO,20240322,04,276,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,05,44,FY25,Q1,M02,WK07,Friday   
DAO,20240322,05,162,FY25,Q1,M02,WK07,Friday   
APJ,20240322,05,1151,FY25,Q1,M02,WK07,Friday   
DAO,20240322,06,261,FY25,Q1,M02,WK07,Friday   
APJ,20240322,06,1281,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,06,211,FY25,Q1,M02,WK07,Friday   
APJ,20240322,07,1292,FY25,Q1,M02,WK07,Friday   
DAO,20240322,07,128,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,07,283,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,08,455,FY25,Q1,M02,WK07,Friday   
DAO,20240322,08,147,FY25,Q1,M02,WK07,Friday   
APJ,20240322,08,1367,FY25,Q1,M02,WK07,Friday   
DAO,20240322,09,112,FY25,Q1,M02,WK07,Friday   
APJ,20240322,09,1072,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,09,681,FY25,Q1,M02,WK07,Friday   
DAO,20240322,10,133,FY25,Q1,M02,WK07,Friday   
APJ,20240322,10,1145,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,10,1131,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,11,944,FY25,Q1,M02,WK07,Friday   
DAO,20240322,11,359,FY25,Q1,M02,WK07,Friday   
APJ,20240322,11,722,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,12,1191,FY25,Q1,M02,WK07,Friday   
APJ,20240322,12,657,FY25,Q1,M02,WK07,Friday   
DAO,20240322,12,880,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,13,969,FY25,Q1,M02,WK07,Friday   
DAO,20240322,13,1664,FY25,Q1,M02,WK07,Friday   
APJ,20240322,13,416,FY25,Q1,M02,WK07,Friday   
DAO,20240322,14,2198,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,14,1195,FY25,Q1,M02,WK07,Friday   
APJ,20240322,14,210,FY25,Q1,M02,WK07,Friday   
DAO,20240322,15,2789,FY25,Q1,M02,WK07,Friday   
APJ,20240322,15,158,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,15,1248,FY25,Q1,M02,WK07,Friday   
APJ,20240322,16,68,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,16,947,FY25,Q1,M02,WK07,Friday   
DAO,20240322,16,2757,FY25,Q1,M02,WK07,Friday   
DAO,20240322,17,2526,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,17,705,FY25,Q1,M02,WK07,Friday   
APJ,20240322,17,105,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,18,400,FY25,Q1,M02,WK07,Friday   
APJ,20240322,18,57,FY25,Q1,M02,WK07,Friday   
DAO,20240322,18,2746,FY25,Q1,M02,WK07,Friday   
DAO,20240322,19,3315,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,19,236,FY25,Q1,M02,WK07,Friday   
APJ,20240322,19,152,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,20,233,FY25,Q1,M02,WK07,Friday   
APJ,20240322,20,74,FY25,Q1,M02,WK07,Friday   
DAO,20240322,20,3071,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,21,250,FY25,Q1,M02,WK07,Friday   
APJ,20240322,21,9,FY25,Q1,M02,WK07,Friday   
DAO,20240322,21,2095,FY25,Q1,M02,WK07,Friday   
APJ,20240322,22,25,FY25,Q1,M02,WK07,Friday   
DAO,20240322,22,1973,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,22,188,FY25,Q1,M02,WK07,Friday   
EMEA,20240322,23,92,FY25,Q1,M02,WK07,Friday   
APJ,20240322,23,56,FY25,Q1,M02,WK07,Friday   
DAO,20240322,23,1452,FY25,Q1,M02,WK07,Friday   
APJ,20240323,00,57,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,00,1007,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,00,43,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,01,84,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,01,562,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,01,19,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,02,91,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,02,452,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,02,11,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,03,98,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,03,252,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,03,24,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,04,117,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,04,130,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,04,20,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,05,114,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,05,129,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,05,11,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,06,84,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,06,99,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,06,20,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,07,101,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,07,113,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,07,55,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,08,92,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,08,61,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,08,63,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,09,134,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,09,38,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,09,106,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,10,87,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,10,37,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,10,148,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,11,83,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,11,59,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,11,107,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,12,73,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,12,145,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,12,105,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,13,87,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,13,197,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,13,116,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,14,37,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,14,331,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,14,98,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,15,383,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,15,98,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,15,63,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,16,22,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,16,407,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,16,125,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,17,37,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,17,342,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,17,121,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,18,11,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,18,386,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,18,76,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,19,3,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,19,378,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,19,62,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,20,9,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,20,309,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,20,68,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,21,19,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,21,362,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,21,76,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,22,15,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,22,306,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,22,59,FY25,Q1,M02,WK08,Saturday 
EMEA,20240323,23,42,FY25,Q1,M02,WK08,Saturday 
DAO,20240323,23,246,FY25,Q1,M02,WK08,Saturday 
APJ,20240323,23,35,FY25,Q1,M02,WK08,Saturday 
APJ,20240324,00,50,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,00,243,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,00,62,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,01,20,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,01,87,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,01,256,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,02,5,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,02,93,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,02,265,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,03,72,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,03,8,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,03,100,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,04,139,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,04,69,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,04,3,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,05,2,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,05,113,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,05,87,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,06,67,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,06,24,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,06,101,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,07,36,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,07,56,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,07,87,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,08,55,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,08,59,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,08,116,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,09,64,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,09,88,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,09,21,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,10,94,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,10,97,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,10,201,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,11,93,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,11,126,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,11,56,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,12,158,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,12,89,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,12,124,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,13,175,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,13,87,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,13,119,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,14,117,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,14,251,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,14,120,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,15,129,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,15,53,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,15,273,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,16,294,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,16,115,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,16,31,FY25,Q1,M02,WK08,Sunday   
APJ,20240324,17,8,FY25,Q1,M02,WK08,Sunday   
EMEA,20240324,17,138,FY25,Q1,M02,WK08,Sunday   
DAO,20240324,17,321,FY25,Q1,M02,WK08,Sunday   
